task,display_name,category,category_display_name,source,dimension,logged_samples,optimizer,global_minimum_objective,oracle_utility,query_count,recommendation_count,cumulative_simulated_cost,raw_max_utility,raw_median_utility,raw_mean_utility,refnorm_max_score,refnorm_median_score,refnorm_mean_score,regret,best_objective,median_objective,mean_objective,candidate_diversity,candidate_novelty
zakharov,Zakharov,plate_shaped,Plate-Shaped,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-2.1386779076858025,-20.543994547408996,-35.41220666600612,0.9999502640006659,0.9995032704389751,0.9991421793900701,2.1386779076858025,2.1386779076858025,20.543994547408996,35.41220666600612,0.317683429089239,0.0398966188335282
zakharov,Zakharov,plate_shaped,Plate-Shaped,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-73.88324617160258,-158.80114333269756,-301.9810679515974,0.9982078674568844,0.9961455419861337,0.9926682584532932,73.88324617160258,73.88324617160258,158.80114333269756,301.9810679515974,0.14901043375499307,0.026122473558462384
three_hump_camel,Three-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.12868190474699942,-2.625464029422673,-3.5797269740405975,1.0,0.9987263074863255,0.9982395058721099,0.12868190474699942,0.12868190474699942,2.625464029422673,3.5797269740405975,0.27525672415011565,0.0
three_hump_camel,Three-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-0.1861506027132301,-1.313807937452064,-2.577460026893001,0.9999706832848382,0.9993954273620037,0.9987507959421039,0.1861506027132301,0.1861506027132301,1.313807937452064,2.577460026893001,0.22019206239328135,0.03939930751788689
three_hump_camel,Three-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-0.5466266444255172,-1.134205245042221,-1.4804712769431512,0.9997867923353035,0.9994870487343683,0.9993104067886361,0.5466266444255172,0.5466266444255172,1.134205245042221,1.4804712769431512,0.17544204303353214,0.026660130177075053
six_hump_camel,Six-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,best_logged,-1.0316284535,1.0316284535,0,64,0.0,1.022171544463635,-0.7035911951150994,-0.8053351289777948,1.0,0.9854520978913922,0.984594412906062,0.00945690903636498,-1.022171544463635,0.7035911951150994,0.8053351289777948,0.2985927786151025,0.0
six_hump_camel,Six-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,coms,-1.0316284535,1.0316284535,0,64,0.0,0.0008351996745272249,-0.027610692418808896,-0.69617743900213,0.9913902990120286,0.9911505047204524,0.9855145946620751,1.0307932538254727,-0.0008351996745272249,0.027610692418808896,0.69617743900213,0.10848127215143638,0.03145420846335401
six_hump_camel,Six-Hump Camel,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,bdi,-1.0316284535,1.0316284535,0,64,0.0,1.029532520468824,-1.1312888904938643,-0.9994689763979134,1.00006205184287,0.9818466751633721,0.9829578958209123,0.002095933031176056,-1.029532520468824,1.1312888904938643,0.9994689763979134,0.2075089443027925,0.03634348178658603
dixon_price,Dixon-Price,valley_shaped,Valley-Shaped,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.6957324615364736,-67.06279991165411,-79.66570927592339,1.0,0.9992102044950825,0.9990602246700394,0.6957324615364736,0.6957324615364736,67.06279991165411,79.66570927592339,0.31904330693143257,0.0
dixon_price,Dixon-Price,valley_shaped,Valley-Shaped,local,2,256,coms,0.0,-0.0,0,64,0.0,-4.403899854155054,-108.48020639729339,-131.4333458542098,0.9999558712769647,0.9987173202570937,0.9984441684204476,4.403899854155054,4.403899854155054,108.48020639729339,131.4333458542098,0.32499697989860743,0.03365645492013911
dixon_price,Dixon-Price,valley_shaped,Valley-Shaped,local,2,256,bdi,0.0,-0.0,0,64,0.0,-7.032206175563026,-58.62857916800248,-201.04462334222364,0.99992459334654,0.9993105752043326,0.9976157654765789,7.032206175563026,7.032206175563026,58.62857916800248,201.04462334222364,0.17684974751215785,0.024888455455791297
rosenbrock,Rosenbrock,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.4502247575173953,-13.559734168631183,-23.72846908741298,1.0,0.9961691647430012,0.9931976768692506,0.4502247575173953,0.4502247575173953,13.559734168631183,23.72846908741298,0.3454411691165521,0.0
rosenbrock,Rosenbrock,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-0.00825355146359028,-2.334728095422277,-3.320101174840132,1.0001291519633293,0.9994493141121927,0.9991613703138739,0.00825355146359028,0.00825355146359028,2.334728095422277,3.320101174840132,0.24117942783342128,0.036515469671028096
rosenbrock,Rosenbrock,valley_shaped,Valley-Shaped,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-0.23211047254935346,-36.09970633596937,-69.12756807768676,1.0000637369307048,0.9895825780628613,0.9799312407583404,0.23211047254935346,0.23211047254935346,36.09970633596937,69.12756807768676,0.2765812740401799,0.022691778789335586
dejong5,De Jong N. 5,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,best_logged,0.9980038378,-0.9980038378,0,64,0.0,-7.883746877934618,-480.2859933748359,-404.0840199789841,1.0,0.04005919382436592,0.19490473978911835,6.885743040134618,7.883746877934618,480.2859933748359,404.0840199789841,0.32026667085817506,0.0
dejong5,De Jong N. 5,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,coms,0.9980038378,-0.9980038378,0,64,0.0,-43.26402878029709,-438.7817507097009,-411.5970056848356,0.9281058111303927,0.1243975229900809,0.17963804364458927,42.26602494249709,43.26402878029709,438.7817507097009,411.5970056848356,0.1303779016256291,0.024376760956155603
dejong5,De Jong N. 5,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,bdi,0.9980038378,-0.9980038378,0,64,0.0,-462.06224232498397,-497.05223220359795,-496.5135101795855,0.0770906059399171,0.005989506524687485,0.007084211848106079,461.06423848718396,462.06224232498397,497.05223220359795,496.5135101795855,0.01519500000930403,0.02659127135161171
easom,Easom,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,best_logged,-1.0,1.0,0,64,0.0,6.552055040942848e-65,0.0,1.02375860014732e-66,0.0,0.0,0.0,1.0,-6.552055040942848e-65,-0.0,-1.02375860014732e-66,0.48660374911477294,0.0
easom,Easom,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,coms,-1.0,1.0,0,64,0.0,1.827476500898259e-43,0.0,-1.2897970953025565e-40,0.0,0.0,0.0,1.0,-1.827476500898259e-43,-0.0,1.2897970953025565e-40,0.571604254135768,0.03823403875958273
easom,Easom,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,bdi,-1.0,1.0,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,-0.0,-0.0,0.4976060560855449,0.023313956260250165
michalewicz,Michalewicz,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,best_logged,-1.8013034101,1.8013034101,0,64,0.0,1.4717412158791983,0.7568543053613594,0.7609822872954018,1.0,0.5142577357998532,0.5170625644541736,0.3295621942208018,-1.4717412158791983,-0.7568543053613594,-0.7609822872954018,0.4071531633248502,0.0
michalewicz,Michalewicz,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,coms,-1.8013034101,1.8013034101,0,64,0.0,1.7671226998936516,1.7477626122740488,1.544088069132986,1.200702053341624,1.1875475072769224,1.0491573195567323,0.0341807102063485,-1.7671226998936516,-1.7477626122740488,-1.544088069132986,0.26068515406866677,0.03496117071634225
michalewicz,Michalewicz,steep_ridges_drops,Steep Ridges/Drops,bayeso-benchmarks,2,256,bdi,-1.8013034101,1.8013034101,0,64,0.0,1.573522179666682,1.5160606615786567,1.243017590108812,1.069156834563936,1.0301136131959059,0.8445897802530795,0.227781230433318,-1.573522179666682,-1.5160606615786567,-1.243017590108812,0.283615991311986,0.03473950566565431
beale,Beale,other,Other,bayeso-benchmarks,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.019346738077324625,-11.938430549949176,-13.892973222016774,1.0,0.9999179575339425,0.9999045038571867,0.019346738077324625,0.019346738077324625,11.938430549949176,13.892973222016774,0.35711894046235876,0.0
beale,Beale,other,Other,bayeso-benchmarks,2,256,coms,0.0,-0.0,0,64,0.0,-5.104391667178087,-14.72613670850553,-21.696583433085927,0.9999649981800128,0.9998987689543921,0.9998507893740962,5.104391667178087,5.104391667178087,14.72613670850553,21.696583433085927,0.40241502670084667,0.030579207931362998
beale,Beale,other,Other,bayeso-benchmarks,2,256,bdi,0.0,-0.0,0,64,0.0,-2.4551241888080995,-113.99722955602559,-144.301102870597,0.9999832338464955,0.9992154576031184,0.9990068673677391,2.4551241888080995,2.4551241888080995,113.99722955602559,144.301102870597,0.3142396043111664,0.02353247805241092
branin,Branin,other,Other,bayeso-benchmarks,2,256,best_logged,0.3978873577,-0.3978873577,0,64,0.0,-0.4352758454480501,-11.035848021892459,-10.731504101214984,1.0,0.9622531580769136,0.9633368752265965,0.03738848774805009,0.4352758454480501,11.035848021892459,10.731504101214984,0.46307608974978565,0.0
branin,Branin,other,Other,bayeso-benchmarks,2,256,coms,0.3978873577,-0.3978873577,0,64,0.0,-0.5259859179714041,-1.8034599463324117,-2.16152502886159,0.9996769967968353,0.9951281281691077,0.9938531190617275,0.12809856027140415,0.5259859179714041,1.8034599463324117,2.16152502886159,0.5580499322240792,0.02756599056430955
branin,Branin,other,Other,bayeso-benchmarks,2,256,bdi,0.3978873577,-0.3978873577,0,64,0.0,-0.4116144510630999,-5.043444189478997,-7.388701512263907,1.0000842542174766,0.9835910930898968,0.9752400290191442,0.013727093363099907,0.4116144510630999,5.043444189478997,7.388701512263907,0.4701058099435635,0.03302532695519973
colville,Colville,other,Other,bayeso-benchmarks,4,256,best_logged,0.0,-0.0,0,64,0.0,-404.0191149571297,-16521.139726682155,-27151.171281398827,1.0,0.9900015139061411,0.9834070219222694,404.0191149571297,404.0191149571297,16521.139726682155,27151.171281398827,0.5929455784182376,0.0
colville,Colville,other,Other,bayeso-benchmarks,4,256,coms,0.0,-0.0,0,64,0.0,-1458.7443689091099,-6238.194620505543,-7301.588052011573,0.9993456861161163,0.996380685851608,0.9957209945399056,1458.7443689091099,1458.7443689091099,6238.194620505543,7301.588052011573,0.4550883142496549,0.1537119533465286
colville,Colville,other,Other,bayeso-benchmarks,4,256,bdi,0.0,-0.0,0,64,0.0,-40.20992500910931,-6289.407230430639,-14934.734449074846,1.0002256942300145,0.996348915377185,0.9909856630906947,40.20992500910931,40.20992500910931,6289.407230430639,14934.734449074846,0.5071635687975046,0.1495083108608316
forrester,Forrester et al. (2008),other,Other,local,1,256,best_logged,-6.0207400558,6.0207400558,0,64,0.0,5.99909065849468,4.07722285505557,3.6425422128941918,1.0,0.9116992515741432,0.8917277290998097,0.021649397305320228,-5.99909065849468,-4.07722285505557,-3.6425422128941918,0.24545498884765024,0.0
forrester,Forrester et al. (2008),other,Other,local,1,256,coms,-6.0207400558,6.0207400558,0,64,0.0,4.306047814994052,4.100963581147628,4.081106741032228,0.9222126777239166,0.9127900258086408,0.9118776977908526,1.714692240805948,-4.306047814994052,-4.100963581147628,-4.081106741032228,0.0013736410450840752,0.0005013648865725192
forrester,Forrester et al. (2008),other,Other,local,1,256,bdi,-6.0207400558,6.0207400558,0,64,0.0,5.975774717358815,5.968852174237838,4.384973928895235,0.9989287426279447,0.9986106844672851,0.9258389598830473,0.04496533844118478,-5.975774717358815,-5.968852174237838,-4.384973928895235,0.2386363827085699,0.0056056997154697065
goldstein_price,Goldstein-Price,other,Other,bayeso-benchmarks,2,256,best_logged,2.9999999999,-2.9999999999,0,64,0.0,-4.072830468280117,-463.73805768146053,-539.8286533662097,1.0,0.9994132471146098,0.9993161190876765,1.0728304683801166,4.072830468280117,463.73805768146053,539.8286533662097,0.3247731746694638,0.0
goldstein_price,Goldstein-Price,other,Other,bayeso-benchmarks,2,256,coms,2.9999999999,-2.9999999999,0,64,0.0,-40.34402516065866,-292.56133986174615,-546.5115977448028,0.9999537005914689,0.9996317505539526,0.9993075884513244,37.34402516075866,40.34402516065866,292.56133986174615,546.5115977448028,0.25155226128905894,0.04369911034229601
goldstein_price,Goldstein-Price,other,Other,bayeso-benchmarks,2,256,bdi,2.9999999999,-2.9999999999,0,64,0.0,-349.05759095728854,-3490.9815021933236,-6947.068287330461,0.9995596342911127,0.9955490352476063,0.991137413977856,346.0575909573885,349.05759095728854,3490.9815021933236,6947.068287330461,0.23878677173268867,0.032613235510255995
hartmann3,Hartmann 3-D,other,Other,bayeso-benchmarks,3,256,best_logged,-3.8627797874,3.8627797874,0,64,0.0,3.6188557052250334,2.3761379589746623,2.4408865271084936,1.0,0.6565818377592553,0.6744747457372187,0.24392408217496664,-3.6188557052250334,-2.3761379589746623,-2.4408865271084936,0.4553437946030665,0.0
hartmann3,Hartmann 3-D,other,Other,bayeso-benchmarks,3,256,coms,-3.8627797874,3.8627797874,0,64,0.0,3.455487684046162,2.4339188876274633,2.5209760540059314,0.9548541527056846,0.6725492771801378,0.6966070426524569,0.4072921033538379,-3.455487684046162,-2.4339188876274633,-2.5209760540059314,0.1937181613605882,0.10182892807985348
hartmann3,Hartmann 3-D,other,Other,bayeso-benchmarks,3,256,bdi,-3.8627797874,3.8627797874,0,64,0.0,3.750773183189156,3.65520612648434,3.308116261996865,1.0364546639706116,1.0100452374670064,0.914128876930329,0.11200660421084407,-3.750773183189156,-3.65520612648434,-3.308116261996865,0.35930740926609744,0.09875816265029383
hartmann4,Hartmann 4-D,other,Other,local,4,256,best_logged,-3.135474,3.135474,0,64,0.0,2.6860655431963263,1.190813369279849,1.3187242880671475,1.0,0.6244036201612576,0.6565339048559918,0.4494084568036736,-2.6860655431963263,-1.190813369279849,-1.3187242880671475,0.656102218697748,0.0
hartmann4,Hartmann 4-D,other,Other,local,4,256,coms,-3.135474,3.135474,0,64,0.0,2.861675643835405,2.4643877115251245,2.5272850871774253,1.0441119693478802,0.944316154479735,0.9601155139513109,0.2737983561645949,-2.861675643835405,-2.4643877115251245,-2.5272850871774253,0.14787178323004715,0.17337738093528404
hartmann4,Hartmann 4-D,other,Other,local,4,256,bdi,-3.135474,3.135474,0,64,0.0,3.0331644595518124,2.208480842033767,2.150601394470865,1.0871887021488815,0.8800342256964043,0.8654953329591671,0.10230954044818752,-3.0331644595518124,-2.208480842033767,-2.150601394470865,0.5192435290389108,0.18082111820399252
hartmann6,Hartmann 6-D,other,Other,bayeso-benchmarks,6,256,best_logged,-3.3223680115,3.3223680115,0,64,0.0,2.5918916500182467,0.7193945047882513,0.8525721412711331,1.0,0.27754178203697644,0.3289251863700881,0.7304763614817533,-2.5918916500182467,-0.7193945047882513,-0.8525721412711331,0.854220847451776,0.0
hartmann6,Hartmann 6-D,other,Other,bayeso-benchmarks,6,256,coms,-3.3223680115,3.3223680115,0,64,0.0,2.9542238786913084,1.2779805250646947,1.6095404647861207,1.1397972204681563,0.4930588319913617,0.6209833010936346,0.3681441328086916,-2.9542238786913084,-1.2779805250646947,-1.6095404647861207,0.715200261031353,0.32372931407330596
hartmann6,Hartmann 6-D,other,Other,bayeso-benchmarks,6,256,bdi,-3.3223680115,3.3223680115,0,64,0.0,2.0188158879799674,0.9203866614744955,1.001233561952364,0.7788924299005415,0.35508979630978493,0.3862826383367353,1.3035521235200327,-2.0188158879799674,-0.9203866614744955,-1.001233561952364,0.8288300546940607,0.4458922544399363
permdb,"Perm d,beta",other,Other,local,2,256,best_logged,0.0,-0.0,0,64,0.0,-0.025455775123075876,-7.691009488891949,-8.044101884102647,1.0,0.9126836861161088,0.9086617031568278,0.025455775123075876,0.025455775123075876,7.691009488891949,8.044101884102647,0.4810786170050806,0.0
permdb,"Perm d,beta",other,Other,local,2,256,coms,0.0,-0.0,0,64,0.0,-0.054870515667601844,-0.7271342066622175,-0.6720814326016823,0.9996649443974822,0.992007364834744,0.9926344565595614,0.054870515667601844,0.054870515667601844,0.7271342066622175,0.6720814326016823,0.20298881265403926,0.0703455771872995
permdb,"Perm d,beta",other,Other,local,2,256,bdi,0.0,-0.0,0,64,0.0,-0.00892204389303283,-0.8173242353005246,-3.8352674936199636,1.0001883314003999,0.9909800338494253,0.9566034329322773,0.00892204389303283,0.00892204389303283,0.8173242353005246,3.8352674936199636,0.41094813553281273,0.03430218287850505
powell,Powell,other,Other,local,4,256,best_logged,0.0,-0.0,0,64,0.0,-39.37917700699235,-612.5943910715864,-656.5321994896528,1.0,0.9879808353105258,0.9870595482572276,39.37917700699235,39.37917700699235,612.5943910715864,656.5321994896528,0.592601143465854,0.0
powell,Powell,other,Other,local,4,256,coms,0.0,-0.0,0,64,0.0,-58.98970387839522,-230.77972135490052,-284.1284630001411,0.9995888068803279,0.9959867173659609,0.9948681020604395,58.98970387839522,58.98970387839522,230.77972135490052,284.1284630001411,0.4917778614020262,0.1597512752494113
powell,Powell,other,Other,local,4,256,bdi,0.0,-0.0,0,64,0.0,-9.452258516856292,-64.0641497883315,-149.81914116773646,1.000627507004622,0.9994824060040027,0.9976842971278881,9.452258516856292,9.452258516856292,64.0641497883315,149.81914116773646,0.44003901925501676,0.1555623571159826
shekel,Shekel,other,Other,local,4,256,best_logged,-10.5364,10.5364,0,64,0.0,0.9705250983208646,0.48161572268433556,0.5364095700592852,1.0,0.4309767301155505,0.4947492322530893,9.565874901679136,-0.9705250983208646,-0.48161572268433556,-0.5364095700592852,0.5683942859082632,0.0
shekel,Shekel,other,Other,local,4,256,coms,-10.5364,10.5364,0,64,0.0,1.0687157959165328,1.023917763453701,1.0108684134791543,1.1142804671016575,1.0621417187227733,1.0469540701269253,9.467684204083469,-1.0687157959165328,-1.023917763453701,-1.0108684134791543,0.09889888523255798,0.023876748324864444
shekel,Shekel,other,Other,local,4,256,bdi,-10.5364,10.5364,0,64,0.0,1.4024185931610182,0.9397890645892164,0.9201858757534565,1.5026646264572163,0.9642274840925459,0.9414120684606329,9.133981406838982,-1.4024185931610182,-0.9397890645892164,-0.9201858757534565,0.16621750917407072,0.1548096966156896
styblinski_tang,Styblinski-Tang,other,Other,local,2,256,best_logged,-78.3323314075,78.3323314075,0,64,0.0,76.65629995026362,52.01614973887709,53.12520689336023,1.0,0.8859250540804667,0.8910595858846142,1.676031457236391,-76.65629995026362,-52.01614973887709,-53.12520689336023,0.4429450603331715,0.0
styblinski_tang,Styblinski-Tang,other,Other,local,2,256,coms,-78.3323314075,78.3323314075,0,64,0.0,76.73304083136594,63.81418364280846,66.55485120468717,1.0003552824064166,0.9405456658868773,0.953233961259373,1.5992905761340666,-76.73304083136594,-63.81418364280846,-66.55485120468717,0.44838207640647126,0.008963525659662411
styblinski_tang,Styblinski-Tang,other,Other,local,2,256,bdi,-78.3323314075,78.3323314075,0,64,0.0,76.0428500333078,50.92436895459183,55.700791344007555,0.9971599496958936,0.8808705055953777,0.9029836064120139,2.2894813741922064,-76.0428500333078,-50.92436895459183,-55.700791344007555,0.31882060921755623,0.030140642868039545
